Id,Titre,Label
e08c7666f1de3e9ff789439bb137e456.html,Grand Palais,culture
55235651213a1e74ecbb77da7de9b09f.html,Jean Paul Gaultier,culture
dbcb3769b951763b85a1416fe8467edd.html,"Prix littéraires
     

       •
      
      page 4",culture
c6543ee08bb1af43aa131688f6dd600b.html,Festival d'Annecy,culture
2f33b3e8866918ee782c029891d65fc0.html,Jeux Vidéo,culture
cae6cda465297a71f51b109f53f8beb8.html,"Prix Médicis : ""Le Rêve du jaguar"" de Miguel Bonnefoy et ""Le Bastion des larmes"" d'Abdellah Taïa dans la deuxième sélection",culture
a6541074f69278516f103e5bd9a40172.html,":
        
        Vidéo
       
       Jeux vidéo : à la rencontre des acteurs de ""Call of Duty : Black Ops 6""",culture
943f3e2597570fefa162ada21b937656.html,":
        
        Vidéo
       
       L'autrice Neige Sinno réagit après avoir reçu le prix Goncourt des lycéens 2023 pour ""Triste tigre"" : ""C'est très émouvant, je suis très fière""",culture
fc4cf68181e79dbba3ed563ce19010bd.html,Joël Dicker,culture
0c6c67836a03ceac4fd0ec67acb29b4c.html,"Prix littéraires
     

       •
      
      page 3",culture
bc57efd0a0b4cefc851da0921e877be1.html,Houellebecq,culture
ef53d36fee190d95ea29b1f659ac4a4f.html,Banksy,culture
35ed6a5063e954f24bfc661c371667ea.html,"Plainte contre Activision : l'éditeur de jeux vidéo ""n'est pas en mesure de justifier ses bannissements"" de joueurs, dénonce l'UFC-Que Choisir",culture
1d748f0cf18f202032d948aaaea23770.html,"Normandie : le succès du douillon, une poire au four en croûte feuilletée incontournable à l'automne",culture
0806d0a88b50a25f2eb7cd1b041929ad.html,"Culture
     

       •
      
      page 7",culture
f17abeddee1db31080e6bc1d8e125698.html,"Nintendo ouvre un musée au Japon sur son histoire, des cartes à jouer aux consoles de jeu vidéo",culture
5cfe8b085707aba34cf14b4f0c7c4810.html,Agnès Varda,culture
4fec531b9eb4bb8aa3947bdb5531dc8f.html,Netflix,culture
4b1553c56d33810577e32bc779d4612e.html,Meilleures expositions,culture
e7bd909fbcda848dc82291b29d0127af.html,"Culture
     

       •
      
      page 2",culture
44065f207559147f080b29406d0a638e.html,"""Dragon Ball"" s'offre un jeu vidéo et une nouvelle série pour ses 40 ans",culture
5ba56ea0b0bd7c3d0cd360ce91cb09a8.html,J. M. G. Le Clezio,culture
dad06299bfe5551795d8ad165872c82b.html,Journées du patrimoine,culture
1594ad81b50c7466d7d934cecea3dc70.html,"Dans les coulisses du prix Goncourt : ""Un écrivain, c'est une table, une chaise et un pays"", selon Kamel Daoud",culture
1e23520cfc86b928c141279bc9c8f491.html,Comédies musicales,culture
53bd6e29154f6d085fa8ca0d97f00fae.html,"Jeux Vidéo
     

       •
      
      page 6",culture
027c723d5072a7c876d6f22187ddfe6e.html,":
        
        Replay
       
       Le Talk - La sortie du nouvel opus de Call of Duty et les inondations meurtrières en Espagne : revivez les débats du Talk",culture
5085bd09b8a24f89d2e3f2a561912643.html,Festival du livre de Paris 2024,culture
